,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit
46,Gore,Deftones,69,"['alternative metal', 'alternative rock', 'groove metal', 'modern rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",1111960,0.332,0.912,0u1vgJ4L1Fb3JQUxpNV1He,-5.891,0.0623,0.000199,142.026,1,0.314,"Deep in this dream, we are locked in I've pulled you in Now our bodies are wet, there is blood on the beaches I brought you into this, don't deny yourself  Smile, you're all set! Surprise, you're now one of the gang! Take what you want to take! Surprise, you're now running the game!  We lay in the gore of our vices Oh, we writhe in them At night, we assemble the hunt for our prizes I hooked you in the way, you should try yourself  Smile, now you're all set! ...  *******  ******* ",43,0.112,0.182,4,299160,0
47,Phantom Bride,Deftones,69,"['alternative metal', 'alternative rock', 'groove metal', 'modern rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",1111960,0.266,0.654,33qrQEXQJg4uk6k8fZgoOa,-6.438,0.0466,0.0158,47.73,9,0.497,"Inside of this hole you create, you hide from yourself You separate every belief that is true, and You spent your life, attached to this poison You don't feel anything out of the rain, and it's true that  You spend your life Trapped in this void where You will stay always  Can't rid of this thought of you rotting in this same cold space You don't want to feel anything new, you've decided ...  *******  ******* ",51,0.11,0.285,3,293053,1
48,Rubicon,Deftones,69,"['alternative metal', 'alternative rock', 'groove metal', 'modern rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",1111960,0.242,0.865,7GmxcKBzgT3LdOQJ07dYPa,-4.512,0.048,9.59E-06,148.857,7,0.851,"You cannot face the crowd all by yourself Embrace the power we have Raise your eyes slowly, place your faith into me Your body aches to be draped in our delight slowly  Take me in, face the lights Free yourself and writhe in them  Sound asleep hunting, wide awake moaning This body aches to be draped in you tonight slowly ...  *******  ******* ",42,0.109,0.292,4,297840,0
49,There's Nothing Holdin' Me Back,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.866,0.813,7JJmb5XwzOO8jgpou264Ml,-4.063,0.0554,0.38,121.998,11,0,"I wanna follow where she goes I think about her and she knows it I wanna let her take control Cause everytime that she gets close, yeah She pulls me in enough to keep me guessing And maybe I should stop and start confessing Confessing, yeah Oh, I've been shaking I love it when you go crazy You take all my inhibitions Baby, there's nothing holdin' me back You take me places that tear up my reputation Manipulate my decisions Baby, there's nothing holdin' me back There's nothing holdin' me back There's nothing holdin' me back She says that she's never afraid Just picture everybody naked ...  *******  ******* ",85,0.0779,0.969,4,199440,1
50,Ruin,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.686,0.382,7FUXL9fOmUeZFGXvL5cYkR,-6.68,0.0314,0.382,125.024,2,0,"Do you? Do you think about me? Do you? And do you feel the same way? Do you? Do you remember how we felt?  'Cause I do, so listen to me, babe Woah oh  And I'm not tryna ruin your happiness But darling don't you know that I'm the only one for you And I'm not tryna ruin your happiness baby But darling don't you know that I'm the only one, yeah ...  *******  ******* ",59,0.109,0.527,3,241893,1
51,Mercy,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.555,0.662,0AS63m1wHv9n4VVRizK6Hc,-4.952,0.0827,0.125,148.128,11,0,"You've got a hold on me Don't even know your power I stand a hundred feet But I fall when I'm around you  Show me an open door And you go and slam it on me I can't take anymore I'm saying:  Baby, please have mercy on me Take it easy on my heart Even though you don't mean to hurt me You keep tearing me apart  Would you please have mercy, mercy on my heart? Would you please have mercy, mercy on my heart?  I'd drive through the night Just to be near you, baby Heart open, testify Tell me that I'm not crazy ...  *******  ******* ",83,0.111,0.356,4,208733,1
52,Treat You Better,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.444,0.819,48DKpTEVJ2pAjxQbWTad3q,-4.078,0.341,0.106,82.695,10,0,"I won't lie to you I know he's just not right for you And you can tell me if I'm off But I see it on your face When you say that he's the one that you want And you're spending all your time In this wrong situation And anytime you want it to stop  I know I can treat you better than he can And any girl like you deserves a gentleman Tell me, why are we wasting time On all your wasted crying When you should be with me instead? I know I can treat you better Better than he can  ...  *******  ******* ",65,0.107,0.747,4,187973,1
53,Three Empty Words,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.615,0.414,1Tt5Leqvv6OawH2jth05Rw,-9.826,0.0304,0.798,95.776,7,0,"I'll pick you up at the same time At the same place, the same old drive We'll just talk about our day To try to fill the awkward space tonight  We'll play the songs we used to love While we try to fall in love again And we don't know who's wrong or right But we don't even care enough to fight  We're going through the motions Cause we can't fix what's broken And I know it's gonna hurt But darling I'll go first Cause I won't keep on saying those three empty words ...  *******  ******* ",67,0.135,0.536,4,199013,1
54,Don't Be A Fool,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.473,0.339,7msCKNrI0vZw9H4MIgLnAh,-6.039,0.0364,0.596,175.264,11,0,"You've got my heart But I can't let you keep it, babe Cause I won't be sure that I can stay And don't waste your time Trying to pull me in Cause I'm just a mess You don't wanna fix  Just promise me one thing that you won't forget But for now kiss me softly before I say  And don't be a fool And wait on me darling I know that you don't wanna hear this But I'm always on the move  And don't be a fool And say that you love me Cause you'll find a man Who will stand by your side And will be there for you ...  *******  ******* ",68,0.103,0.265,3,215773,1
55,Like This,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.546,0.433,3Qwd9wK176KgmorU7fCW6S,-7.894,0.0935,0.809,77.397,10,0,"You say it's not supposed to be Tell me not to waste my time This was never up to me But if it was I wouldn't mind And I'm trying to ignore you I try to go on with my day, hey But I still pick up the phone, yeah And get lost in what you say  I can try to stop it, all I like Hands down I've lost this fight Thought I was strong enough for you But I just can't hide the truth ...  *******  ******* ",66,0.122,0.249,3,186947,1
56,No Promises,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.619,0.621,3gnDoaJUgD9Bblzld77Kcp,-6.763,0.082,0.322,101.992,4,0,"Staring out my hotel window Too much on my mind Maybe we should keep it simple We don't have to decide  Oh no we don't need to overcomplicate it Cause I've been here once before don't even say it  Baby, please, no promises Cause we won't keep our promises And I know the consequences So, baby, please Baby, please, no promises  ...  *******  ******* ",68,0.188,0.466,4,166053,1
57,Lights On,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.706,0.575,348cSuo1eooBe21AzdjAqy,-6.353,0.0648,0.425,90.887,9,0,"Damn, you look so good with your clothes on And I'm not trying to come off too strong But you know that I can't help it 'Cause girl you're beautiful  And I can't deny I want your body But I'm a gentleman so I'll be The one who takes it slowly 'Cause girl you're so beautiful  I wanna love you with the lights on Keep you up all night long Darling, I wanna see every inch of you I get lost in the way you move I wanna love you with the lights on Hold you till the night's gone Darling, I wanna see every inch of you I get lost in the way you move I wanna love you with the lights on  ...  *******  ******* ",67,0.122,0.554,4,201440,1
58,Honest,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.821,0.601,64GT5ReOko7xx6Nc7D8JsS,-6.249,0.0626,0.249,116.965,9,0,"Hey, how's it going? Can you meet down on Eli street? Can you talk for a moment? There's no way to say this that easily Everything I said, I swear I meant it I need to tell you that this isn't your fault And I know that I'll probably regret it And it kills me 'cause the worst part of all  It's that I hate to hurt you But I gotta be honest I can't give you what you need You deserve more than I can promise And I'm just tryna, I'm just tryna Baby, I'm just tryna be honest I'm tryna be honest with you You know that I'm sorry But I'm tryna be honest with you  ...  *******  ******* ",68,0.0637,0.712,4,199187,1
59,Patience,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.553,0.571,0JZ9lcwFcAscMpy1YxUtpW,-6.345,0.2,0.107,179.848,3,0,"You hit me up It's late at night This is the same old story Your friends should take your phone away I always give in when you tell me lies to reassure me I always make the same mistakes  Ooh, you give me a little taste Love me in then you take it from me Oh, I hate that, I love it 'Cause you're driving me crazy  First you say you love me then you say you don't I wake up in the mornin' and I'm all alone Tell me that you with it then you say you won't Can you make your mind? Oh please, I'm losing my patience You know I'm losing my patience, yeah ...  *******  ******* ",67,0.111,0.443,4,175253,1
60,Bad Reputation,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.413,0.697,3SBAb63Bjv98ZqfAvP9aK8,-5.823,0.188,0.229,150.047,11,0,"She got a bad reputation She takes the long way home And all of my friends seen her naked Or so the story goes Mistakes we all make them But they won't, let it go, oh no 'Cause she's got a bad reputation But I know what they don't  And I don't care what they, say about you baby They don't know what you've been through Trust me I could be the one to, treat you like a lady Let me see, what's underneath All I need is you  She got a bad reputation Nobody gets too close ...  *******  ******* ",60,0.256,0.332,3,198227,1
61,Understand,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.613,0.616,4IiHCtnfw8tZasAeocWqVe,-6.33,0.39,0.355,78.996,0,0,"Am I asking all these questions for nothing? I'm wondering if anyone's there And I really need to make a confession I hate to say that I'm a little bit scared  But I've been on this train too long People gettin' off and on I'm praying that I don't forget where I belong And every time I ask myself ""Am I turning into someone else?"" I'm praying that I don't forget just who I am I really wanna understand I just wanna understand  I'm calling all my friends after midnight, yeah To remind them that I'll always be there for them It gets lonely when there's no one to talk to But it's good to know that somebody cares  Cause I've been on this train too long People getting off and on I'm prayin' that I don't forget where I belong And every time I ask myself ...  *******  ******* ",65,0.099,0.102,4,300973,1
62,Hold On,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.56,0.275,66P8MvPsqu5sN0UgzLYZrf,-8.599,0.0354,0.745,132.51,1,0,"Stop, take it in And I breath for a minute I think too much when I'm alone I never win when I Keep all my thoughts inside So, I'll pick up the phone  And my dad said ""Shawn, stay with me Everything will be alright I know I haven't seen you lately  But you're always on my mind I don't know what You're going through But there's so much life Ahead of you And it won't slow down No matter what you do So you just gotta hold on  All we can do is hold on, yeah"" ...  *******  ******* ",66,0.164,0.388,5,199547,1
63,Roses,Shawn Mendes,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",12172436,0.611,0.489,4uzUuDjoufcBXYZ27CsLIF,-6.771,0.0343,0.4,78.145,0,0,"It's not that I'm afraid I'm not enough for her It's not that I can't find the words to say But when she's with him, she seems happier And I don't want to take that away  How many times can I see your face? How many times will you walk away? I just have to let you know  I'm not tryna start a fire with this flame But I'm worried that your heart might feel the same And I have to be honest with you, baby Tell me If I'm wrong and this is crazy But I got you this rose And I need to know Will you let it die or let it grow? Die or let it go?  ...  *******  ******* ",72,0.117,0.267,4,232200,1
