S No,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit,Artist Hit
67,Only You,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.565,0.746,1cluc53iiE3ZmkL5SX9oFi,4.694,0.0333,0.0193,98.971,5,0,mm mmmmmm mm mmmmmm mm mmmmmm heart enemy animal couldnt find hold dark storm see feel youre everything say im knee baby im knee baby im knee baby im knee mm mmmmmm mm mmmmmm mm mmmmmm everything say im knee baby im knee baby im knee baby im knee heart enemy animal couldnt find,42,0.588,0.661,4,230888,0,1
68,Halcyon,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.55,0.664,5f1BYfuMovgQPuYPIGfESE,6.645,0.0635,0.738,119.917,8,0,know baby worked sure gonna youve open door know better ever know know youre never youre heading home could closer could closer could u show feel like lonely show feel like lost take hand let go let go let go let go,38,0.183,0.357,4,204700,0,1
69,Figure 8,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.376,0.786,4Hv6RzUYEkNvQv80TsoQHB,4.438,0.0562,0.03,147.998,7,0,breathe smoke lung back car stare sun still old die young lover hold everything hold anything chase love around figure 8 need take promise forever day take away take away place kiss,46,0.103,0.236,4,247440,0,1
70,JOY,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.539,0.234,2zipoqEmedRDV1fGAdt5lw,9.063,0.026,0.858,93.078,0,0,rain watched go feel throat far never seemed learn high make thing harder high get ive arm,39,0.0525,0.245,4,192069,0,1
71,Hanging On,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.434,0.55,66A8nviYfn5dIcQPswOojF,4.827,0.0276,0.249,139.765,11,0.000789,know get away im calling name every day feel pain turn walk away cant keep hanging,50,0.103,0.295,4,201789,1,1
72,Explosions,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.378,0.53,1a0BdV0rApAOX1nGOCxeSa,6.676,0.0304,0.721,95.977,5,0,like youd seen ghost gave thing need said wasted run hide wonder remind day heart never tried ive fallen grace took blow face ive loved ive lost ive loved ive lost day wake somebody youve learned,46,0.328,0.146,4,243886,0,1
73,I Know You Care,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.434,0.269,5ECiRe4QNdVJy1GTDA1aaq,12.382,0.0357,0.969,128.776,9,0,like last breathe would breathe like home dont recognize street please dont close eye dont know look without outside car speed never heard know care know always trouble ahead feel hide yeah know care see way stare trouble ahead knew ill,42,0.123,0.28,3,206171,0,1
74,Atlantis,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.353,0.563,5k7MvJLTc2s964Fq4n049g,4.534,0.0312,0.553,139.764,9,0,new feel ive never met anyone like feeling naked sense searching something ill forget ill forget ill forget ill wait maybe go go go,35,0.333,0.11,4,232526,0,1
75,Dead In The Water,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.209,0.323,5LPlIkilhrn4izTfNAutbC,10.126,0.0357,0.554,153.858,4,0.00328,someone else id say much would tell truth cause hardly breathe hand let go ice foot,46,0.0725,0.0355,4,283501,0,1
76,Lights  Single Version,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.68,0.799,44906V2WC6k59u06A8CO9D,5.805,0.0347,0.0323,120.031,8,0.0459,way losing heart queen im sleeping dark hard beat im keeping strength need push show light stop turn stone shine im alone tell ill strong dreaming theyre gone cause theyre calling calling calling home calling calling calling home show light stop turn stone shine im alone play within head touch skin hope theyll still think back brother sister slept,52,0.123,0.744,4,210634,1,1
77,Burn,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.559,0.777,0xMd5bcWTbyXS7wPrBtZA6,5.031,0.0432,0.31,87.016,1,0,dont worry nothing cause got fire burning one hell something gonna see u space space light like star human race human race light started dont know heard strike match play loud giving love world well hand shining sky cause got fire fire fire yeah got fire fire fire gonna let burn burn burn burn gonna let burn burn burn burn gonna let burn burn burn burn gonna let burn burn burn burn dont want leave wanna right right see floor acting crazy getting till light music im start fire burn,68,0.105,0.329,4,231212,1,1
78,Goodness Gracious,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.568,0.8,2RW9qqrhPwMPHlWx57CalB,5.153,0.0687,0.0449,115.104,4,0,lost put away swore upon sun id save day loosen let go know never coming back go keep calling name wanna hold close never wanna feel ashamed keep calling night wanna hold close never wanna hold tight cant seem stop calling calling keep crawling arm cant seem stop calling calling keep crawling arm ive found put play swore upon star id keep till night day,44,0.343,0.55,4,226910,0,1
79,You My Everything,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.509,0.899,0upxeRL8gIt5BIno6oCJ31,3.541,0.0376,0.0453,166.039,6,0,could given something everything left one people everything worth worth worth body heart filled loneliness dark rising heard close door light turn know dream could given something,41,0.219,0.466,4,209243,0,1
80,Hearts Without Chains,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.462,0.545,2TWqTeDjVpcZfgrblmf86g,7.221,0.0328,0.399,157.737,2,0,wake know time go spinning head lie watch smoke change hand watch hold close stone lost thing lost know panic know would see face know fever know wish time still wed stay right time kill heart without chain time still wed fear scar heart without chain,38,0.0692,0.29,4,225978,0,1
81,Stay Awake,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.418,0.839,7k6ti8VK8iXkXEx8148RoS,3.5,0.0377,0.00247,159.959,6,0,take fate hand weve got lot even began something calling u breaking free im need see like flash eye already night feel like dreaming believe believe dont wait till morning sun never go way forever weve got take stay awake stay awake follow u paradise stay awake stay awake bring,41,0.353,0.431,4,206652,0,1
82,Under Control,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.476,0.858,461PS6cePusSHTL5xpzwZa,3.895,0.0355,0.27,141.958,8,2.93E-05,ill never forget feeling watched disappear made stop could fight away fear smoke end near illusion like broken dream love never missing key feel like im feel like im seeing feel like im got control oh oh got control oh oh got control oh oh,38,0.0914,0.379,4,246200,0,1
83,How Long Will I Love You  Bonus Track,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.512,0.304,0ZPfDxZn5O0L84wvPSN2iG,9.19,0.0318,0.295,126.078,0,0.000622,long love long star longer long need long season need follow plan long,66,0.118,0.172,5,154435,1,1
84,Tessellate  Bonus Track,Ellie Goulding,79,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'postteen pop', 'r&b', 'tropical house']",5365023,0.628,0.28,5w22aDDwvWR0puSp6ZL6LJ,10.843,0.0495,0.907,129.736,2,0.0159,bite youre im swimming heart still bleed friend come favorite shape three point two line meet toe toe back back let go love late til morning come let go alone flower keep whole lovely wild green stone alone lover keep u heart three gun one go one empty one quick enough one burn one red one search camera spin,48,0.151,0.399,4,236961,1,1
85,Nobody Can Save Me,Linkin Park,86,"['alternative metal', 'nu metal', 'postgrunge', 'rap metal']",10257533,0.645,0.688,3dJj6o9o1fRgrojWjailuz,4.749,0.0341,0.0107,139.957,11,0,im dancing demon im hanging edge storm cloud beneath wave break head wanna fall wide awake tell alright tell im tonight nobody save im holding light im chasing darkness inside cause nobody save illusion,67,0.186,0.433,4,225547,1,1
86,Good Goodbye ,Linkin Park,86,"['alternative metal', 'nu metal', 'postgrunge', 'rap metal']",10257533,0.697,0.84,650OeHTLxZAQmb4aEbGmaA,4.602,0.054,0.106,128.034,9,0,say goodbye hit road pack disappear better place go cause cant come back around good goodbye live rhythm something wild enemy trying read youre looking im wont find ive killing longer youve alive make mad somebody else could stepping front make mad youre one one cant understand fact done hope fun youve got lot bus headed back youre say goodbye hit road pack disappear better place go cause cant come back around good goodbye good goodbye good goodbye,69,0.748,0.452,4,211413,1,1
87,Talking to Myself,Linkin Park,86,"['alternative metal', 'nu metal', 'postgrunge', 'rap metal']",10257533,0.593,0.712,7nAfXgeHfDO50upcOjJOaq,6.325,0.0286,0.00184,124.013,2,0,tell ive gotta getting light nobody home say cant understand youre giving chance leave go wall keep building time spent chasing way keep losing truth turned someone else keep running like sky falling whisper know yeah know yeah know im talking,69,0.128,0.473,4,231307,1,1
88,Battle Symphony,Linkin Park,86,"['alternative metal', 'nu metal', 'postgrunge', 'rap metal']",10257533,0.653,0.839,3FQCJI2t5LTbsRPfYVBSVB,5.077,0.0685,0.0369,149.034,10,0,got long way go long memory searching answer always reach blood floor searching face enemy turn light hear battle world front break ill fuse back together battle please dont give eye wide awake,69,0.068,0.669,4,216281,1,1
89,Invisible,Linkin Park,86,"['alternative metal', 'nu metal', 'postgrunge', 'rap metal']",10257533,0.47,0.74,6OocN63GLU7NF0wHdewhID,6.093,0.07,0.0455,84.841,11,0,ive got head echo know word said wish couldve turned voice black white im trying get right shouldve done mad trying tear word couldve used scared say loud cannot break fall ill pick right ground felt invisible wont let feel invisible invisible invisible invisible,66,0.091,0.562,4,214347,1,1
90,Heavy ,Linkin Park,86,"['alternative metal', 'nu metal', 'postgrunge', 'rap metal']",10257533,0.59,0.671,104buTcnP2AsxqB7U1FIZ4,6.098,0.0706,0.0484,149.982,9,0,dont like mind right stacking problem wish could slow thing wanna let go comfort panic drive crazy thinkin everythings yeah drive crazy cause cant escape im holding everything heavy holding much carry keep around whats bringing let go id set free holding everything heavy,74,0.0604,0.438,4,169801,1,1
91,Sorry for Now,Linkin Park,86,"['alternative metal', 'nu metal', 'postgrunge', 'rap metal']",10257533,0.608,0.584,34isqXjbTstbYwl2MfdzDq,6.652,0.0352,0.00995,94.956,1,0,watching wing cut cloud watching red white thinking back ground fire burning eye ill sorry couldnt around sometimes thing refuse go way oh ill sorry couldnt around day understand understand may forget case memory cross mind couldnt know left,66,0.203,0.251,4,203653,1,1
92,Halfway Right,Linkin Park,86,"['alternative metal', 'nu metal', 'postgrunge', 'rap metal']",10257533,0.655,0.626,1KvyBpAxgllKW7bQb0GYCR,7.155,0.045,0.0134,134.028,6,0,scream nobody else fight dont lose dont win im wrong im right used get high dead end kid house shadow never higher night woke car couldnt see see right road like empty couldnt remember id night knew took far said slow remember remember said slow already gone,65,0.349,0.498,4,217067,1,1
93,One More Light,Linkin Park,86,"['alternative metal', 'nu metal', 'postgrunge', 'rap metal']",10257533,0.593,0.2,3xXBsjrbG1xQIm1xv1cKOt,11.063,0.0311,0.904,83.966,8,0,shouldve stayed sign help hurt anymore saw world asleep thing cant keep say care one light go sky million star care someone time run moment care one light go,77,0.0897,0.17,4,255067,1,1
94,Sharp Edges,Linkin Park,86,"['alternative metal', 'nu metal', 'postgrunge', 'rap metal']",10257533,0.652,0.714,6c0I7CfL9ziGZN8yYkLppP,5.678,0.0562,0.145,112.029,0,0,mama always told dont run dont run son youre gonna hurt someone mama told look always think speak watch friend keep stay along path never said edge guess find edge every scar story tell shouldve played start loved like house let fall apart thing couldnt understand,66,0.154,0.624,4,178200,1,1
95,TShirt,Foo Fighters,80,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'postgrunge', 'rock']",5307389,0.313,0.348,3OG5wVO27N3HtdtxPLpPFt,10.356,0.0637,0.00135,145.603,4,1.68E-06,dont wanna king wanna sing love song pretend nothing wrong sing along,57,0.119,0.503,4,82613,1,1
96,Run,Foo Fighters,80,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'postgrunge', 'rock']",5307389,0.359,0.893,1wLQwg0mloy3yXjL0jPE0N,8.036,0.0665,3.40E-05,136.115,4,0.0955,wake run life wake run life another perfect life another perfect light run run run another mad gonna chase everythings gonna need room breath stay asleep wanted say thats nothing free run wanted yeah run wanted,68,0.751,0.185,4,323373,1,1
97,Make It Right,Foo Fighters,80,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'postgrunge', 'rock']",5307389,0.559,0.933,33OVwHAdsrJELptAp74TqW,7.51,0.0561,0.00078,141.939,2,0.0741,everybody need everybody need need little suffer wanna wanna little number bite hand feed bite hand feed bite little harder whats gonna take whats gonna take take lover hop train nowhere baby dont wanna ride light go head start spinning someone got hypnotized chain bad brother count whats left gone wrong gonna make right gonna make right,59,0.0595,0.45,4,279253,1,1
98,The Sky Is A Neighborhood,Foo Fighters,80,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'postgrunge', 'rock']",5307389,0.358,0.549,3kdMzXOcrDIdSWLdONHNK5,7.843,0.0693,0.000799,130.733,11,0.00503,sky neighborhood keep heart star burned sky neighborhood dont make sound light coming ahead dont look sky neighborhood sky neighborhood dont look oh dear heaven big bang gotta get sleep somehow bangin ceiling bangin ceiling keep oh dear heaven big bang gotta get sleep somehow bangin ceiling bangin ceiling keep mind,73,0.22,0.533,4,244573,1,1
99,La Dee Da,Foo Fighters,80,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'postgrunge', 'rock']",5307389,0.354,0.804,0MfVTButkC0WU7aUcIskU6,8.11,0.0582,4.96E-05,175.731,2,0.00441,look cause know youre turn american death blue bedroom dont know la dee da dont keep pretty promise know la dee da got goin keep pretty promise dear god hate want love like,59,0.454,0.224,4,242760,1,1
